# Timestamp,Type of mobile,MMSI,Latitude,Longitude,Navigational status,ROT,SOG,COG,Heading,IMO,Callsign,Name,Ship type,Cargo type,Width,Length,Type of position fixing device,Draught,Destination,ETA,Data source type,A,B,C,D
02/01/2021 00:00:59,Class A,219948000,57.720567,10.594805,Engaged in fishing,0.0,0.0,340.0,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:01:01,Class A,220343000,57.717718,10.585650,Engaged in fishing,0.0,0.0,141.0,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:01:10,Class A,219948000,57.720567,10.594807,Engaged in fishing,0.0,0.0,1.2,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:01:11,Class A,220343000,57.717723,10.585643,Engaged in fishing,0.0,0.0,216.0,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:01:20,Class A,219948000,57.720567,10.594810,Engaged in fishing,0.0,0.0,359.2,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:01:21,Class A,220343000,57.717728,10.585642,Engaged in fishing,0.0,0.0,231.8,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:01:29,Class A,219948000,57.720568,10.594808,Engaged in fishing,0.0,0.0,329.1,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:01:31,Class A,220343000,57.717712,10.585683,Engaged in fishing,0.0,0.0,248.9,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:01:39,Class A,219948000,57.720572,10.594810,Engaged in fishing,0.0,0.0,329.9,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:01:40,Class A,220343000,57.717703,10.585725,Engaged in fishing,0.0,0.0,218.7,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:01:50,Class A,219948000,57.720573,10.594813,Engaged in fishing,0.0,0.0,359.0,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:01:51,Class A,220343000,57.717707,10.585713,Engaged in fishing,0.0,0.0,120.9,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:01:59,Class A,219948000,57.720575,10.594813,Engaged in fishing,0.0,0.0,19.9,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:02:01,Class A,220343000,57.717713,10.585680,Engaged in fishing,0.0,0.0,74.7,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:02:10,Class A,219948000,57.720575,10.594812,Engaged in fishing,0.0,0.0,347.5,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:02:11,Class A,220343000,57.717718,10.585672,Engaged in fishing,0.0,0.0,313.9,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:02:20,Class A,219948000,57.720568,10.594827,Engaged in fishing,0.0,0.0,9.8,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:02:21,Class A,220343000,57.717725,10.585667,Engaged in fishing,0.0,0.0,299.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:02:29,Class A,219948000,57.720563,10.594838,Engaged in fishing,0.0,0.0,348.0,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:02:31,Class A,220343000,57.717725,10.585663,Engaged in fishing,0.0,0.0,25.1,233,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:02:39,Class A,219948000,57.720563,10.594842,Engaged in fishing,0.0,0.0,334.6,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:02:40,Class A,220343000,57.717720,10.585662,Engaged in fishing,0.0,0.0,283.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:02:49,Class A,219948000,57.720568,10.594843,Engaged in fishing,0.0,0.0,346.5,159,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:02:51,Class A,220343000,57.717720,10.585667,Engaged in fishing,0.0,0.0,347.3,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:02:59,Class A,219948000,57.720570,10.594845,Engaged in fishing,0.0,0.0,355.4,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:03:01,Class A,220343000,57.717723,10.585642,Engaged in fishing,0.0,0.0,297.3,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:03:10,Class A,219948000,57.720570,10.594842,Engaged in fishing,0.0,0.0,302.2,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:03:11,Class A,220343000,57.717723,10.585640,Engaged in fishing,0.0,0.0,272.6,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:03:20,Class A,219948000,57.720570,10.594837,Engaged in fishing,0.0,0.0,303.5,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:03:21,Class A,220343000,57.717720,10.585633,Engaged in fishing,0.0,0.0,193.2,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:03:29,Class A,219948000,57.720570,10.594835,Engaged in fishing,0.0,0.0,358.6,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:03:31,Class A,220343000,57.717722,10.585635,Engaged in fishing,0.0,0.0,142.3,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:03:39,Class A,219948000,57.720568,10.594837,Engaged in fishing,0.0,0.0,10.7,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:03:41,Class A,220343000,57.717723,10.585630,Engaged in fishing,0.0,0.0,205.8,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:03:49,Class A,219948000,57.720565,10.594832,Engaged in fishing,0.0,0.0,310.5,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:03:51,Class A,220343000,57.717730,10.585625,Engaged in fishing,0.0,0.0,295.3,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:03:59,Class A,219948000,57.720567,10.594828,Engaged in fishing,0.0,0.0,21.6,160,Unknown,,,Undefined,,,,Undefined,,,,AIS,,,,
02/01/2021 00:04:02,Class A,219948000,57.720567,10.594828,Engaged in fishing,0.0,0.0,21.6,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:04:02,Class A,220343000,57.717742,10.585618,Engaged in fishing,0.0,0.0,193.6,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:04:10,Class A,219948000,57.720568,10.594830,Engaged in fishing,0.0,0.0,348.4,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:04:11,Class A,220343000,57.717745,10.585617,Engaged in fishing,0.0,0.0,155.9,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:04:20,Class A,219948000,57.720573,10.594833,Engaged in fishing,0.0,0.0,349.9,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:04:21,Class A,220343000,57.717748,10.585612,Engaged in fishing,0.0,0.0,50.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:04:30,Class A,219948000,57.720577,10.594832,Engaged in fishing,0.0,0.0,9.5,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:04:32,Class A,220343000,57.717742,10.585607,Engaged in fishing,0.0,0.0,265.7,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:04:39,Class A,219948000,57.720578,10.594828,Engaged in fishing,0.0,0.0,321.8,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:04:41,Class A,220343000,57.717733,10.585602,Engaged in fishing,0.0,0.0,62.5,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:04:49,Class A,219948000,57.720580,10.594832,Engaged in fishing,0.0,0.0,353.2,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:04:51,Class A,220343000,57.717725,10.585600,Engaged in fishing,0.0,0.0,326.7,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:04:59,Class A,219948000,57.720578,10.594835,Engaged in fishing,0.0,0.0,331.6,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:05:02,Class A,220343000,57.717728,10.585640,Engaged in fishing,0.0,0.0,115.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:05:10,Class A,219948000,57.720580,10.594840,Engaged in fishing,0.0,0.0,354.7,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:05:11,Class A,220343000,57.717732,10.585645,Engaged in fishing,0.0,0.0,198.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:05:20,Class A,219948000,57.720580,10.594847,Engaged in fishing,0.0,0.0,7.2,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:05:21,Class A,220343000,57.717730,10.585645,Engaged in fishing,0.0,0.0,76.2,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:05:30,Class A,219948000,57.720578,10.594855,Engaged in fishing,0.0,0.0,349.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:05:32,Class A,220343000,57.717720,10.585622,Engaged in fishing,0.0,0.0,16.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:05:39,Class A,219948000,57.720578,10.594852,Engaged in fishing,0.0,0.0,1.3,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:05:41,Class A,220343000,57.717718,10.585622,Engaged in fishing,0.0,0.0,98.6,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:05:49,Class A,219948000,57.720578,10.594845,Engaged in fishing,0.0,0.0,317.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:05:51,Class A,220343000,57.717723,10.585630,Engaged in fishing,0.0,0.0,22.1,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:05:59,Class A,219948000,57.720578,10.594845,Engaged in fishing,0.0,0.0,277.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:06:02,Class A,220343000,57.717722,10.585623,Engaged in fishing,0.0,0.0,337.4,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:05,Class A,220343000,57.717722,10.585623,Engaged in fishing,0.0,0.0,337.4,232,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:10,Class A,219948000,57.720578,10.594848,Engaged in fishing,0.0,0.0,4.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:06:11,Class A,220343000,57.717720,10.585618,Engaged in fishing,0.0,0.0,314.3,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:20,Class A,219948000,57.720578,10.594848,Engaged in fishing,0.0,0.0,346.1,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:06:21,Class A,220343000,57.717720,10.585630,Engaged in fishing,0.0,0.0,42.3,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:30,Class A,219948000,57.720577,10.594853,Engaged in fishing,0.0,0.0,6.2,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:06:32,Class A,220343000,57.717722,10.585663,Engaged in fishing,0.0,0.0,43.5,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:39,Class A,219948000,57.720573,10.594868,Engaged in fishing,0.0,0.0,2.2,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:06:41,Class A,220343000,57.717722,10.585667,Engaged in fishing,0.0,0.0,306.8,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:49,Class A,219948000,57.720570,10.594873,Engaged in fishing,0.0,0.0,326.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:06:51,Class A,220343000,57.717722,10.585665,Engaged in fishing,0.0,0.0,245.2,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:06:59,Class A,219948000,57.720570,10.594872,Engaged in fishing,0.0,0.0,330.7,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:07:02,Class A,220343000,57.717720,10.585635,Engaged in fishing,0.0,0.0,28.1,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:07:10,Class A,219948000,57.720568,10.594872,Engaged in fishing,0.0,0.0,351.9,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:07:11,Class A,220343000,57.717723,10.585637,Engaged in fishing,0.0,0.0,75.6,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:07:20,Class A,219948000,57.720568,10.594870,Engaged in fishing,0.0,0.0,342.8,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:07:21,Class A,220343000,57.717723,10.585645,Engaged in fishing,0.0,0.0,60.4,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:07:30,Class A,219948000,57.720568,10.594862,Engaged in fishing,0.0,0.0,314.7,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:07:32,Class A,220343000,57.717722,10.585655,Engaged in fishing,0.0,0.0,37.6,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:07:39,Class A,219948000,57.720570,10.594852,Engaged in fishing,0.0,0.0,294.2,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:07:41,Class A,220343000,57.717720,10.585657,Engaged in fishing,0.0,0.0,296.6,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:07:49,Class A,219948000,57.720568,10.594847,Engaged in fishing,0.0,0.0,334.6,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:07:51,Class A,220343000,57.717720,10.585662,Engaged in fishing,0.0,0.0,147.7,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:07:59,Class A,219948000,57.720567,10.594847,Engaged in fishing,0.0,0.0,353.7,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:08:02,Class A,220343000,57.717730,10.585677,Engaged in fishing,0.0,0.0,23.9,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:08:09,Class A,219948000,57.720567,10.594845,Engaged in fishing,0.0,0.0,17.2,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:08:11,Class A,220343000,57.717737,10.585675,Engaged in fishing,0.0,0.0,44.5,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:08:20,Class A,219948000,57.720570,10.594843,Engaged in fishing,0.0,0.0,14.9,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:08:21,Class A,220343000,57.717740,10.585668,Engaged in fishing,0.0,0.0,11.1,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:08:31,Class A,219948000,57.720567,10.594845,Engaged in fishing,0.0,0.0,352.5,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:08:32,Class A,220343000,57.717742,10.585665,Engaged in fishing,0.0,0.0,156.3,231,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:08:39,Class A,219948000,57.720567,10.594838,Engaged in fishing,0.0,0.0,338.6,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:08:41,Class A,220343000,57.717742,10.585657,Engaged in fishing,0.0,0.0,103.5,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:08:49,Class A,219948000,57.720565,10.594837,Engaged in fishing,0.0,0.0,356.5,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:08:51,Class A,220343000,57.717738,10.585645,Engaged in fishing,0.0,0.0,5.7,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:08:59,Class A,219948000,57.720563,10.594838,Engaged in fishing,0.0,0.0,10.1,161,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:09:02,Class A,220343000,57.717735,10.585647,Engaged in fishing,0.0,0.0,47.3,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:09:09,Class A,219948000,57.720563,10.594842,Engaged in fishing,0.0,0.0,345.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:09:11,Class A,220343000,57.717733,10.585653,Engaged in fishing,0.0,0.0,175.0,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:09:20,Class A,219948000,57.720563,10.594837,Engaged in fishing,0.0,0.0,331.3,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:09:21,Class A,220343000,57.717728,10.585663,Engaged in fishing,0.0,0.0,115.7,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:09:31,Class A,219948000,57.720563,10.594833,Engaged in fishing,0.0,0.0,342.1,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:09:32,Class A,220343000,57.717725,10.585665,Engaged in fishing,0.0,0.0,231.3,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:09:39,Class A,219948000,57.720562,10.594837,Engaged in fishing,0.0,0.0,352.0,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
02/01/2021 00:09:41,Class A,220343000,57.717727,10.585647,Engaged in fishing,0.0,0.0,320.0,230,Unknown,OU4649,SOFIE LYKKE,Fishing,,4,16,GPS,,HJEM TIL TOESERNE,30/01/2021 06:44:00,AIS,4,12,2,2
02/01/2021 00:09:49,Class A,219948000,57.720567,10.594835,Engaged in fishing,0.0,0.0,347.4,160,Unknown,OZZP,CASILO,Fishing,,7,24,GPS,,CH16 FOR INFO,,AIS,18,6,4,3
